"City", "Region", "Country", "AirQuality", "WaterPollution"
"Caernarfon", "Wales", "United Kingdom", 62.5, 12.5
"Sangli", "Maharashtra", "India", 47.22222222222222, 62.5
"Bellingham", "Washington", "United States of America", 94.73684210526316, 30
"Gmunden", "Upper Austria", "Austria", 100, 50
"Nymburk", "", "Czech Republic", 75, 50
"Chingola", "Copperbelt Province", "Zambia", 75, 100
"Alverca do Ribatejo", "Lisbon", "Portugal", 50, 0
"Chico", "California", "United States of America", 72.5, 50
"Alton", "Illinois", "United States of America", 25, 75
"Am Timan", "Salamat Region", "Chad", 100, 0
"Amargosa Valley", "Nevada", "United States of America", 25, 100
"Moncton", "New Brunswick", "Canada", 83.33333333333333, 23.52941176470588
"Chetumal", "Quintana Roo", "Mexico", 75, 50
"Wagga Wagga", "New South Wales", "Australia", 75, 20
"Sao Joao de Meriti", "Rio de Janeiro", "Brazil", 0, 75
"Ulhasnagar", "Maharashtra", "India", 10.869565217391303, 73.91304347826086
"Ostroleka", "Masovian Voivodeship", "Poland", 62.5, 50
"Muzaffarabad", "", "Pakistan", 33.333333333333336, 66.66666666666666
"Burrel", "Diber County", "Albania", 100, 62.5
"Bedzin", "Silesian Voivodeship", "Poland", 65, 0
"Barueri", "Sao Paulo", "Brazil", 50, 50
"Grand Island", "Nebraska", "United States of America", 75, 0
"Kenosha", "Wisconsin", "United States of America", 87.5, 12.5
"White Plains", "New York", "United States of America", 37.5, 62.5
"Urbana", "Illinois", "United States of America", 87.5, 12.5
"Cape Coral", "Florida", "United States of America", 75, 25
"Spisska Nova Ves", "Kosice Region", "Slovakia", 62.5, 50
"Sault Ste. Marie", "Ontario", "Canada", 50, 53.333333333333336
"Geel", "Flemish Region", "Belgium", 87.5, 50
"Bahir Dar", "Amhara Region", "Ethiopia", 50, 50
"Enugu", "Enugu State", "Nigeria", 4.999999999999999, 100
"Great Falls", "Montana", "United States of America", 75, 25
"Ta'izz", "Ta'izz Governorate", "Yemen", 0, 100
"Sylhet", "Sylhet Division", "Bangladesh", 50, 53.333333333333336
"Americana", "Sao Paulo", "Brazil", 25, 75
"Kurashiki", "Okayama Prefecture", "Japan", 50, 50
"Nova Friburgo", "Rio de Janeiro", "Brazil", 100, 0
"Huancayo", "Junin", "Peru", 75, 75
"Ames", "Iowa", "United States of America", 66.66666666666666, 50
"Kolin", "", "Czech Republic", 75, 50
"Prerov", "", "Czech Republic", 62.5, 50
"Prostejov", "", "Czech Republic", 50, 50
"Hadera", "Haifa District", "Israel", 25, 50
"Kamloops", "British Columbia", "Canada", 71.42857142857143, 25
"Macae", "Rio de Janeiro", "Brazil", 100, 37.5
"Ibiza", "Balearic Islands", "Spain", 68.75, 50
"Bridgewater", "Nova Scotia", "Canada", 100, 0
"Rochdale", "England", "United Kingdom", 50, 0
"Alor Setar", "Kedah", "Malaysia", 70.83333333333334, 41.66666666666667
"Wolfville", "Nova Scotia", "Canada", 75, 0
"Backa Palanka", "", "Serbia", 62.5, 50
"Aktobe", "Aktobe Region", "Kazakhstan", 25, 87.5
"Kiskunfelegyhaza", "Bacs-Kiskun County", "Hungary", 100, 75
"Kenitra", "Rabat-Sale-Kenitra", "Morocco", 40.625, 71.42857142857143
"Toowoomba", "Queensland", "Australia", 86.66666666666667, 9.999999999999998
"Riobamba", "Chimborazo Province", "Ecuador", 100, 75
"Spanish Fork", "Utah", "United States of America", 75, 0
"Logan", "Utah", "United States of America", 67.85714285714286, 0
"Tooele", "Utah", "United States of America", 100, 50
"Farmington", "Utah", "United States of America", 100, 50
"Lewiston", "Utah", "United States of America", 75, 0
"Villach", "Carinthia", "Austria", 85.41666666666667, 11.249999999999998
"Algeciras", "Andalusia", "Spain", 75, 50
"Berkeley", "California", "United States of America", 79.16666666666667, 36.11111111111111
"Karaganda", "Karaganda Region", "Kazakhstan", 16.666666666666668, 66.66666666666666
"Marbella", "Andalusia", "Spain", 94.64285714285714, 42.85714285714286
"Port Perry", "Ontario", "Canada", 100, 37.5
"Ann Arbor", "Michigan", "United States of America", 76.3157894736842, 51.78571428571429
"Pasadena", "California", "United States of America", 65, 20
"Key West", "Florida", "United States of America", 100, 0
"Leoben", "Styria", "Austria", 80, 75
"Ferrol", "Galicia", "Spain", 100, 50
"Aveiro", "Aveiro", "Portugal", 67.1875, 46.666666666666664
"Duluth", "Minnesota", "United States of America", 96.42857142857143, 25
"Glendale", "California", "United States of America", 77.5, 45.83333333333333
"Liupanshui", "Guizhou", "People's Republic of China", 0, 50
"Anshun", "Guizhou", "People's Republic of China", 37.5, 50
"San Bernardino", "California", "United States of America", 0, 50
"Tongren", "Guizhou", "People's Republic of China", 25, 50
"Pavlodar", "Pavlodar Region", "Kazakhstan", 0, 75
"Pensacola", "Florida", "United States of America", 66.17647058823529, 53.125
"Kufstein", "Tyrol", "Austria", 87.5, 50
"Cedar Rapids", "Iowa", "United States of America", 89.28571428571428, 25
"Baden bei Wien", "Lower Austria", "Austria", 87.5, 50
"Evansville", "Indiana", "United States of America", 68.75, 37.5
"Kansas City", "Kansas", "United States of America", 68.75, 31.25
"Rochester", "Minnesota", "United States of America", 80.55555555555556, 62.5
"Mountain View", "California", "United States of America", 91.66666666666667, 33.333333333333336
"Pomona", "California", "United States of America", 37.5, 75
"South Bend", "Indiana", "United States of America", 92.85714285714286, 33.333333333333336
"Atyrau", "Atyrau Region", "Kazakhstan", 28.57142857142857, 60.71428571428571
"Minot", "North Dakota", "United States of America", 68.75, 75
"Monterey", "California", "United States of America", 91.66666666666667, 34.375
"Klosterneuburg", "Lower Austria", "Austria", 62.5, 50
"Wolfsberg", "Carinthia", "Austria", 100, 50
"Barakaldo", "Basque Autonomous Community", "Spain", 87.5, 50
"Leonding", "Upper Austria", "Austria", 100, 0
"Iowa City", "Iowa", "United States of America", 83.33333333333333, 37.5
"Benidorm", "Community of Valencia", "Spain", 80.55555555555556, 50
"St. Augustine", "Florida", "United States of America", 87.5, 62.5
"Gainesville", "Florida", "United States of America", 87.5, 34.375
"Palm Springs", "California", "United States of America", 43.75, 87.5
"Salinas", "California", "United States of America", 100, 50
"Ontario", "California", "United States of America", 33.333333333333336, 25
"Eureka", "California", "United States of America", 100, 0
"Oceanside", "California", "United States of America", 75, 75
"Palmdale", "California", "United States of America", 32.14285714285714, 50
"Kostanay", "Kostanay Region", "Kazakhstan", 0, 75
"Torrance", "California", "United States of America", 75, 0
"Sioux City", "Iowa", "United States of America", 100, 50
"Tulln an der Donau", "Lower Austria", "Austria", 87.5, 50
"Schwechat", "Lower Austria", "Austria", 87.5, 50
"Bloomington", "Indiana", "United States of America", 83.33333333333333, 55.00000000000001
"Ventura", "California", "United States of America", 85, 35
"Concord", "California", "United States of America", 62.5, 12.5
"Flint", "Michigan", "United States of America", 62.5, 87.5
"Gulfport", "Mississippi", "United States of America", 100, 0
"Daytona Beach", "Florida", "United States of America", 96.42857142857143, 46.42857142857143
"Biloxi", "Mississippi", "United States of America", 100, 50
"Fort Collins", "Colorado", "United States of America", 86.8421052631579, 35
"Alameda", "California", "United States of America", 62.5, 37.5
"Sri Ganganagar", "Rajasthan", "India", 50, 44.44444444444444
"Adoni", "", "India", 0, 100
"Carlsbad", "California", "United States of America", 75, 25
"Hayward", "California", "United States of America", 87.5, 25
"Fontana", "California", "United States of America", 45, 35
"Santa Clarita", "California", "United States of America", 87.5, 31.25
"Canton", "Ohio", "United States of America", 83.33333333333333, 25
"Roseville", "California", "United States of America", 93.75, 40
"Anderson", "Indiana", "United States of America", 90, 25
"Sarasota", "Florida", "United States of America", 90.38461538461539, 25
"Williamsburg", "Virginia", "United States of America", 100, 0
"Winchester", "Virginia", "United States of America", 100, 50
"Terre Haute", "Indiana", "United States of America", 75, 12.5
"Andover", "England", "United Kingdom", 92.5, 25
"Walnut Creek", "California", "United States of America", 83.33333333333333, 8.333333333333332
"Lawrence", "Kansas", "United States of America", 87.5, 50
"Owensboro", "Kentucky", "United States of America", 60.71428571428571, 66.66666666666666
"Kronach", "Bavaria", "Germany", 87.5, 50
"Knittelfeld", "Styria", "Austria", 75, 50
"Carson", "California", "United States of America", 25, 100
"Corona", "California", "United States of America", 50, 37.5
"Lancaster", "California", "United States of America", 87.5, 12.5
"Fullerton", "California", "United States of America", 100, 25
"Victorville", "California", "United States of America", 85.71428571428572, 50
"Antioch", "California", "United States of America", 0, 75
"Redding", "California", "United States of America", 72.22222222222221, 45.83333333333333
"Rancho Cucamonga", "California", "United States of America", 66.66666666666666, 16.666666666666668
"El Centro", "California", "United States of America", 78.57142857142857, 66.66666666666666
"Visalia", "California", "United States of America", 40, 75
"Manzini", "Manzini Region", "Eswatini", 100, 62.5
"Idaho Falls", "Idaho", "United States of America", 95.83333333333333, 16.666666666666668
"Wrexham", "Wales", "United Kingdom", 83.33333333333333, 0
"Qujing", "Yunnan", "People's Republic of China", 25, 50
"Ekibastuz", "Pavlodar Region", "Kazakhstan", 25, 50
"Yuxi", "Yunnan", "People's Republic of China", 25, 50
"Xianyang", "Shaanxi", "People's Republic of China", 0, 50
"Tubize", "Wallonia", "Belgium", 100, 0
"Bendigo", "Victoria", "Australia", 0, 100
"Bad Arolsen", "Hesse", "Germany", 100, 50
"Bauska", "", "Latvia", 75, 50
"Tyler", "Texas", "United States of America", 66.66666666666666, 45.83333333333333
"Merced", "California", "United States of America", 87.5, 50
"Costa Mesa", "California", "United States of America", 56.25, 40
"Yakima", "Washington", "United States of America", 78.125, 31.25
"Ilam", "Ilam Province", "Iran", 0, 50
"Coeur d'Alene", "Idaho", "United States of America", 79.16666666666667, 50
"Moscow", "Idaho", "United States of America", 37.5, 62.5
"Shah Alam", "Selangor", "Malaysia", 42.30769230769231, 68.75
"Ogbomosho", "Oyo State", "Nigeria", 50, 0
"Overland Park", "Kansas", "United States of America", 98.21428571428572, 16.666666666666668
"Lewiston", "Maine", "United States of America", 100, 50
"Coatzacoalcos", "Veracruz", "Mexico", 50, 83.33333333333333
"Rishikesh", "Uttarakhand", "India", 37.5, 87.5
"Khorramabad", "Lorestan Province", "Iran", 50, 75
"Humenne", "Presov Region", "Slovakia", 62.5, 25
"Uherske Hradiste", "", "Czech Republic", 45, 0
"Vereeniging", "Gauteng", "South Africa", 8.333333333333332, 100
"Lawton", "Oklahoma", "United States of America", 100, 50
"Tottenham", "England", "United Kingdom", 30, 20
"Vila Real", "Vila Real", "Portugal", 100, 6.25
"Guelph", "Ontario", "Canada", 86.90476190476191, 26.47058823529412
"Ayacucho", "Ayacucho", "Peru", 100, 0
"Chaves", "Vila Real", "Portugal", 100, 25
"Franca", "Sao Paulo", "Brazil", 100, 50
"Clausthal-Zellerfeld", "Lower Saxony", "Germany", 100, 50
"Ouarzazate", "Draa-Tafilalet", "Morocco", 25, 100
"Redwood City", "California", "United States of America", 100, 0
"Coral Springs", "Florida", "United States of America", 100, 50
"Decatur", "Illinois", "United States of America", 70.83333333333334, 37.5
"Mission Viejo", "California", "United States of America", 75, 75
"Fort Myers", "Florida", "United States of America", 70.58823529411764, 85
"Veurne", "Flemish Region", "Belgium", 87.5, 50
"Rochester", "England", "United Kingdom", 95.83333333333333, 0
"Vsetin", "", "Czech Republic", 62.5, 50
"Tongchuan", "Shaanxi", "People's Republic of China", 0, 50
"Baoji", "Shaanxi", "People's Republic of China", 0, 50
"Bad Waldsee", "Baden-Wurttemberg", "Germany", 100, 50
"Hanzhong", "Shaanxi", "People's Republic of China", 0, 100
"Ankang", "Shaanxi", "People's Republic of China", 25, 75
"Albany", "Oregon", "United States of America", 75, 12.5
"Chimbote", "Ancash", "Peru", 0, 100
"Veraval", "Gujarat", "India", 0, 100
"Varamin", "Tehran Province", "Iran", 0, 50
"Nakhon Pathom", "Nakhon Pathom", "Thailand", 25, 62.5
"Sahiwal", "Punjab", "Pakistan", 75, 25
"Presidente Prudente", "Sao Paulo", "Brazil", 68.75, 12.5
"Passo Fundo", "Rio Grande do Sul", "Brazil", 50, 75
"Koror", "", "Palau", 100, 0
"Bamenda", "Northwest", "Cameroon", 15.000000000000002, 92.85714285714286
"Tsetserleg", "Arkhangai Province", "Mongolia", 0, 50
"Ajman", "Emirate of Ajman", "United Arab Emirates", 44.642857142857146, 42.30769230769231
"Naxos", "", "Greece", 100, 50
"Encinitas", "California", "United States of America", 75, 12.5
"Jinchang", "Gansu", "People's Republic of China", 20, 0
"Tianshui", "Gansu", "People's Republic of China", 0, 50
"Pingliang", "Gansu", "People's Republic of China", 0, 50
"Hohhot", "Inner Mongolia", "People's Republic of China", 0, 50
"Weilheim in Oberbayern", "Bavaria", "Germany", 100, 50
"Alexandria", "Minnesota", "United States of America", 100, 25
"La Vega", "La Vega Province", "Dominican Republic", 33.333333333333336, 93.75
"Portimao", "", "Portugal", 90, 35
"Arnprior", "Ontario", "Canada", 100, 25
"Bordj Bou Arreridj", "Bordj Bou Arreridj Province", "Algeria", 62.5, 0
"Royal Leamington Spa", "England", "United Kingdom", 92.85714285714286, 0
"Dunakeszi", "Pest County", "Hungary", 50, 0
"Twin Falls", "Idaho", "United States of America", 75, 75
"Merrillville", "Indiana", "United States of America", 87.5, 50
"Warwick", "England", "United Kingdom", 89.28571428571428, 25
"Yeovil", "England", "United Kingdom", 62.5, 37.5
"Vila Nova de Famalicao", "Braga", "Portugal", 100, 50
"Buckow", "Brandenburg", "Germany", 87.5, 50
"Pila", "Greater Poland Voivodeship", "Poland", 53.125, 0
"Ankeny", "Iowa", "United States of America", 100, 50
"Annan", "Scotland", "United Kingdom", 50, 50
"Kos", "", "Greece", 100, 25
"Bozeman", "Montana", "United States of America", 100, 5.555555555555558
"Baotou", "Inner Mongolia", "People's Republic of China", 28.57142857142857, 33.333333333333336
"Wuhai", "Inner Mongolia", "People's Republic of China", 0, 50
"Chifeng", "Inner Mongolia", "People's Republic of China", 0, 50
"Senta", "", "Serbia", 25, 75
"Qinzhou", "Guangxi", "People's Republic of China", 0, 50
"Guigang", "Guangxi", "People's Republic of China", 12.5, 50
"Greenville", "South Carolina", "United States of America", 91.25, 18.333333333333336
"Warri", "Delta State", "Nigeria", 0, 100
"New Braunfels", "Texas", "United States of America", 100, 31.25
"Pittsfield", "Illinois", "United States of America", 100, 50
"Lapu-Lapu", "", "Philippines", 12.5, 87.5
"Wheaton", "Illinois", "United States of America", 100, 0
"Macomb", "Illinois", "United States of America", 75, 0
"McHenry", "Illinois", "United States of America", 75, 75
"Lockport", "Illinois", "United States of America", 100, 0
"Quincy", "Illinois", "United States of America", 91.66666666666667, 25
"Upington", "", "South Africa", 100, 12.5
"Corning", "New York", "United States of America", 100, 37.5
"Kilmarnock", "Scotland", "United Kingdom", 75, 16.666666666666668
"Telford", "England", "United Kingdom", 90.625, 31.25
"Mariapocs", "Szabolcs-Szatmar-Bereg County", "Hungary", 100, 0
"Calbayog", "", "Philippines", 75, 50
"Crystal Lake", "Illinois", "United States of America", 68.75, 25
"Bloomington", "Illinois", "United States of America", 93.75, 25
"Collinsville", "Illinois", "United States of America", 75, 25
"Rock Island", "Illinois", "United States of America", 79.16666666666667, 50
"Champaign", "Illinois", "United States of America", 58.333333333333336, 33.333333333333336
"Mount Vernon", "Illinois", "United States of America", 100, 0
"Labasa", "Northern Division", "Fiji", 50, 100
"Morden", "Manitoba", "Canada", 25, 50
"Burlington", "Iowa", "United States of America", 87.5, 37.5
"DeKalb", "Illinois", "United States of America", 75, 50
"Cabudare", "Lara", "Venezuela", 0, 100
"Orange", "New South Wales", "Australia", 100, 0
"Gulu", "", "Uganda", 100, 0
"Satara", "Maharashtra", "India", 87.5, 56.25
"Bradenton", "Florida", "United States of America", 83.33333333333333, 42.85714285714286
"Antsirabe", "", "Madagascar", 0, 100
"Hazel Park", "Michigan", "United States of America", 25, 25
"Owerri", "Imo State", "Nigeria", 9.999999999999998, 100
"Kissimmee", "Florida", "United States of America", 70, 68.75
"Udupi", "Karnataka", "India", 50, 37.5
"Fort Pierce", "Florida", "United States of America", 75, 0
"Stara Pazova", "", "Serbia", 62.5, 50
"Deerfield Beach", "Florida", "United States of America", 91.66666666666667, 36.11111111111111
"Paso Robles", "California", "United States of America", 100, 75
"Kuala Belait", "Belait District", "Brunei", 12.5, 100
"Kharagpur", "West Bengal", "India", 50, 55.769230769230774
"Germantown", "Tennessee", "United States of America", 100, 25
"Prince George", "British Columbia", "Canada", 58.333333333333336, 41.66666666666667
"Nachod", "", "Czech Republic", 100, 50
"Spisska Stara Ves", "Presov Region", "Slovakia", 12.5, 50
"Farah", "Farah", "Afghanistan", 100, 0
"Bintulu", "Sarawak", "Malaysia", 39.285714285714285, 60
"General Santos", "", "Philippines", 66.66666666666666, 66.66666666666666
"Mandurah", "Western Australia", "Australia", 37.5, 62.5
"Ialoveni", "Ialoveni District", "Moldova", 25, 75
"Gore", "Southland Region", "New Zealand", 60, 100
"Florence", "South Carolina", "United States of America", 100, 50
"Balneario Camboriu", "Santa Catarina", "Brazil", 25, 87.5
"Yucaipa", "California", "United States of America", 50, 75
"Loei", "Loei", "Thailand", 37.5, 50
"Begusarai", "Bihar", "India", 44.44444444444444, 55.00000000000001
"Sinop", "Sinop Province", "Turkey", 0, 75
"Powell River", "British Columbia", "Canada", 100, 0
"East Chicago", "Indiana", "United States of America", 100, 50
"Thies", "Thies Region", "Senegal", 50, 25
"Masvingo", "", "Zimbabwe", 25, 62.5
"Temixco", "Morelos", "Mexico", 100, 75
"Coffs Harbour", "New South Wales", "Australia", 100, 25
